"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9"
"262","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"263","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"264","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"265","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"266","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"267","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"268","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"269","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"270","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"271","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"272","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Varias_salidas","Local"
"273","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"274","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"275","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"276","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"277","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"278","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"279","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"280","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"281","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"282","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"283","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"284","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"285","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"286","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"287","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"288","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Varias_salidas","Local"
"289","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"290","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"291","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"292","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"293","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"294","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"295","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"296","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"297","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"298","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"299","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"300","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"301","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"302","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"303","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"304","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Alta","Pocas_salidas","Local"
"305","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"306","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"307","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"308","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"309","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"310","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"311","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"312","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"313","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"314","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"315","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"316","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"317","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"318","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"319","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"320","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Pocas_salidas","Local"
"321","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"322","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"323","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"324","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"325","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"326","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"327","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"328","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"329","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"330","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"331","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"332","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"333","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"334","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"335","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"336","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Pocas_salidas","Local"
"337","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"338","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"339","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"340","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"341","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"342","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"343","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"344","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"345","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"346","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"347","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"348","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"349","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"350","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"351","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"352","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Alta","Pocas_salidas","Local"
"353","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"354","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"355","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"356","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"357","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"358","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"359","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"360","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"361","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"362","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"363","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"364","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"365","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"366","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"367","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"368","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Pocas_salidas","Local"
"369","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"370","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"371","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"372","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"373","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"374","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"375","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"376","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"377","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"378","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"379","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"380","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"381","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"382","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"383","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"384","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Pocas_salidas","Local"
"385","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"386","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"387","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"388","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"389","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"390","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"391","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"392","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"393","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"394","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"395","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"396","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"397","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"398","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"399","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"400","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Media","Pocas_salidas","Local"
"401","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"402","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"403","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"404","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"405","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"406","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"407","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"408","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"409","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"410","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"411","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"412","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"413","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"414","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"415","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"416","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Media","Pocas_salidas","Local"
"417","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"418","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"419","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"420","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"421","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"422","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"423","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"424","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"425","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"426","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"427","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"428","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"429","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"430","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"431","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"432","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Media","Pocas_salidas","Local"
"433","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"434","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"435","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"436","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"437","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"438","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"439","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"440","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"441","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"442","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"443","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"444","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"445","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"446","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"447","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"448","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Local"
"449","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"450","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"451","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"452","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"453","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"454","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"455","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"456","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"457","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"458","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"459","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"460","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"461","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"462","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"463","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"464","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Local"
"465","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"466","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"467","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"468","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"469","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"470","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"471","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"472","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"473","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"474","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"475","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"476","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"477","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"478","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"479","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"480","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Local"
"481","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"482","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"483","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"484","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"485","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"486","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"487","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"488","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"489","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"490","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"491","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"492","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"493","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"494","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"495","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"496","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Local"
"497","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"498","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"499","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"500","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"501","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"502","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"503","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"504","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"505","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"506","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"507","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"508","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"509","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"510","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"511","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"512","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Local"
"513","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"514","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"515","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"516","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"517","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
